Income,Age,Kidhome,Teenhome,Complain,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Response,AcceptedCmpOverall,MntWines,MntSweetProducts,MntFruits,MntMeatProducts,MntFishProducts,MntGoldProds,MntRegularProds,MntTotal,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Customer_Days,relationship_Status,education_Level
30732.0,40,1,0,0,0,0,0,0,0,0,0,155,1,1,25,0,3,179,182,4,4,1,4,8,2699,4.0,4.0
63887.0,58,0,1,0,0,0,0,0,0,0,0,897,11,23,207,15,92,1061,1153,5,9,6,12,6,2818,1.0,1.0
42011.0,42,1,0,0,0,0,0,0,0,0,0,131,1,0,16,2,39,111,150,4,3,1,4,8,2619,3.0,1.0
51369.0,44,0,1,0,0,0,0,0,0,0,0,297,11,7,79,0,182,212,394,2,8,2,4,8,2771,3.0,1.0
51537.0,68,0,1,0,0,0,0,0,0,0,0,787,0,20,204,0,92,919,1011,3,2,2,11,8,2726,1.0,1.0
79930.0,48,0,0,0,0,0,0,0,0,0,0,792,51,86,740,67,17,1719,1736,1,3,5,8,2,2849,4.0,4.0
34320.0,34,1,0,0,0,0,0,0,0,0,0,4,0,1,9,3,0,17,17,1,1,0,2,8,2292,3.0,4.0
37070.0,54,1,1,0,0,0,0,0,0,1,0,231,15,7,137,4,39,355,394,9,5,1,8,7,2625,0.0,1.0
81975.0,58,0,1,0,0,0,0,0,1,0,1,983,138,76,184,180,27,1534,1561,1,6,3,4,7,2699,1.0,3.0
38590.0,49,1,0,0,0,0,0,0,0,0,0,3,3,1,8,4,3,16,19,1,1,0,2,8,2569,3.0,1.0
15033.0,69,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,4,11,15,1,1,0,3,3,2233,0.0,1.0
62745.0,55,0,1,0,0,0,0,0,0,0,0,562,10,21,464,28,32,1053,1085,3,7,8,11,5,2622,4.0,4.0
22212.0,45,1,0,0,0,0,0,0,0,0,0,5,8,9,20,6,21,27,48,2,2,0,4,6,2361,4.0,3.0
23661.0,38,1,0,0,0,0,0,0,0,0,0,18,0,0,4,0,1,21,22,1,1,0,3,7,2366,3.0,2.0
79761.0,62,0,1,0,0,0,0,0,0,0,0,415,35,5,124,15,11,583,594,1,5,2,11,3,2427,0.0,4.0
7500.0,47,1,0,0,0,0,0,0,0,0,0,5,7,3,10,12,20,17,37,4,3,1,3,7,2344,0.0,1.0
73455.0,52,0,0,0,0,0,0,1,0,0,1,901,163,61,757,186,20,2048,2068,1,6,5,10,3,2403,2.0,1.0
64961.0,62,0,1,0,0,0,0,0,0,0,0,382,124,114,276,75,38,933,971,2,6,4,4,3,2712,3.0,1.0
22804.0,49,1,0,0,0,0,0,0,0,0,0,14,1,1,7,2,1,24,25,1,2,0,2,9,2492,0.0,1.0
73687.0,30,0,0,0,1,0,0,0,0,1,1,559,13,153,503,218,181,1265,1446,1,3,9,9,2,2372,4.0,1.0
61074.0,62,0,1,0,0,0,0,0,0,0,0,789,28,0,133,0,152,798,950,7,11,5,8,7,2840,4.0,1.0
31686.0,56,1,1,0,0,0,0,0,0,0,0,11,0,0,5,0,1,15,16,2,1,0,3,6,2183,4.0,4.0
80134.0,48,1,0,0,1,0,0,1,1,1,3,1218,0,16,272,104,80,1530,1610,2,5,3,6,6,2564,4.0,1.0
75027.0,67,0,1,0,0,0,0,0,0,0,0,925,12,64,179,133,77,1236,1313,2,9,4,6,5,2695,4.0,1.0
67546.0,32,0,0,0,0,0,0,0,0,0,0,864,38,134,768,150,172,1782,1954,1,4,10,5,3,2826,4.0,4.0
65176.0,51,0,1,0,0,0,0,0,0,0,0,960,70,28,183,220,70,1391,1461,4,9,6,6,6,2767,3.0,2.0
31160.0,45,1,0,0,0,0,0,0,0,0,0,16,1,3,25,6,13,38,51,2,2,0,3,8,2445,0.0,2.0
29938.0,35,1,0,0,0,0,0,0,0,0,0,3,2,3,7,0,11,4,15,2,1,0,3,6,2404,0.0,1.0
102692.0,46,0,0,0,1,1,0,1,1,1,4,168,172,148,444,32,148,816,964,1,6,9,13,2,2609,1.0,1.0
26490.0,62,0,0,0,0,0,0,0,0,0,0,45,20,47,52,21,25,160,185,2,3,1,5,6,2804,3.0,3.0
75702.0,53,1,1,0,0,0,0,0,0,0,0,650,42,28,353,45,30,1088,1118,5,4,6,11,8,2828,3.0,1.0
30899.0,46,1,0,0,0,0,0,0,0,0,0,24,0,0,8,0,1,31,32,2,1,0,3,6,2783,0.0,4.0
63342.0,59,0,1,0,0,0,0,1,0,0,1,918,10,21,118,13,21,1059,1080,3,8,3,5,6,2780,3.0,4.0
45989.0,56,0,1,0,0,0,0,0,0,0,0,138,24,33,87,28,12,298,310,4,3,2,7,3,2774,0.0,1.0
18701.0,56,1,1,0,0,0,0,0,0,0,0,12,6,4,2,10,10,24,34,4,2,0,4,5,2549,0.0,1.0
40737.0,63,2,1,0,0,0,0,0,0,0,0,11,0,0,4,0,2,13,15,1,1,0,2,8,2362,0.0,4.0
15287.0,41,1,0,0,0,0,1,0,0,1,1,1,3,2,8,4,13,5,18,2,1,1,2,7,2786,1.0,1.0
69674.0,52,0,2,0,0,0,0,0,0,0,0,554,0,41,215,11,24,797,821,3,10,2,10,5,2562,1.0,4.0
44159.0,50,1,0,0,0,0,0,0,0,0,0,167,13,2,62,24,7,261,268,4,4,1,6,5,2171,4.0,2.0
37717.0,42,1,0,0,0,0,0,0,0,0,0,9,1,0,6,4,5,15,20,1,1,0,2,9,2742,4.0,4.0
43776.0,68,1,1,0,0,0,0,0,0,1,0,177,2,2,71,3,20,235,255,6,5,2,4,8,2670,3.0,2.0
38179.0,54,1,1,0,0,0,0,0,0,0,0,38,2,4,22,4,20,50,70,4,3,1,3,7,2631,4.0,2.0
80124.0,57,0,0,0,0,0,1,0,0,0,1,483,84,84,398,205,241,1013,1254,1,3,7,8,1,2162,4.0,1.0
38097.0,50,1,1,0,0,0,1,0,0,1,1,77,1,2,35,0,69,46,115,4,3,2,2,7,2781,4.0,4.0
72940.0,50,0,0,0,0,0,0,0,0,0,0,182,149,74,298,162,116,749,865,1,3,3,6,1,2534,4.0,1.0
22070.0,50,1,0,0,0,0,0,0,0,0,0,10,2,7,19,8,21,25,46,2,2,2,2,6,2427,3.0,1.0
69267.0,67,0,0,0,0,0,0,0,0,1,0,778,73,44,499,95,146,1343,1489,2,3,4,5,7,2804,0.0,1.0
31788.0,37,1,0,1,0,0,0,0,0,0,0,16,8,7,23,0,6,48,54,3,3,0,4,5,2260,0.0,2.0
61905.0,45,0,1,0,0,0,0,0,0,0,0,167,2,0,43,6,13,205,218,2,4,2,4,5,2304,3.0,4.0
29315.0,60,1,1,0,0,0,0,0,0,0,0,13,7,2,14,8,4,40,44,4,2,0,4,6,2243,4.0,1.0
33378.0,57,1,1,0,0,0,0,0,0,0,0,33,7,6,40,3,10,79,89,3,2,0,4,7,2667,1.0,1.0
66313.0,57,0,1,0,0,0,0,0,0,0,0,625,22,7,99,10,7,756,763,2,6,3,12,4,2445,3.0,4.0
60714.0,64,0,0,0,0,0,0,0,0,1,0,216,92,162,224,101,162,633,795,2,7,4,10,5,2687,0.0,1.0
77882.0,39,0,0,0,0,0,0,0,0,0,0,68,22,129,396,188,15,788,803,1,3,3,5,1,2219,3.0,2.0
69867.0,34,0,0,0,1,0,0,0,0,1,1,196,130,0,512,33,54,817,871,1,3,5,8,1,2612,0.0,4.0
63841.0,52,0,1,0,0,0,0,0,0,0,0,635,7,15,100,20,131,646,777,1,9,3,9,6,2593,1.0,2.0
24480.0,39,1,0,0,0,0,0,0,0,0,0,4,25,19,9,28,17,68,85,3,3,0,4,7,2662,4.0,0.0
51369.0,44,0,1,0,0,0,0,0,0,0,0,297,11,7,79,0,182,212,394,2,8,2,4,8,2771,3.0,1.0
37760.0,74,0,0,0,0,0,0,0,0,0,0,84,12,5,38,150,28,261,289,2,4,1,6,7,2826,3.0,1.0
65640.0,46,0,1,0,0,0,0,0,0,0,0,204,15,7,149,20,66,329,395,1,5,1,8,2,2279,3.0,4.0
44319.0,45,1,1,0,0,0,0,0,0,0,0,26,0,0,8,0,3,31,34,2,2,0,3,5,2232,4.0,2.0
30631.0,46,1,0,0,0,0,0,0,0,0,0,15,5,6,20,4,20,30,50,1,3,1,2,7,2511,4.0,1.0
75278.0,68,0,0,0,0,0,0,0,0,0,0,304,74,98,230,150,74,782,856,1,6,3,13,3,2675,3.0,1.0
50898.0,64,1,1,0,0,0,0,0,0,0,0,285,114,28,242,55,135,589,724,13,6,2,12,5,2696,3.0,2.0
79946.0,54,0,0,0,0,0,0,0,0,0,0,395,141,183,565,166,28,1422,1450,1,5,11,5,3,2207,2.0,1.0
35416.0,71,0,0,0,0,0,0,0,0,0,0,248,3,3,81,4,51,288,339,3,7,1,5,8,2540,1.0,2.0
32414.0,36,0,0,0,0,0,1,0,0,0,1,20,9,6,5,0,12,28,40,1,1,0,3,7,2519,3.0,3.0
38361.0,51,1,0,0,0,0,0,0,0,0,0,39,8,0,56,20,14,109,123,3,3,1,3,7,2343,3.0,1.0
82497.0,40,0,0,0,0,0,0,0,1,0,1,777,21,129,573,216,203,1513,1716,1,2,7,9,4,2765,4.0,1.0
16626.0,49,2,0,0,0,0,0,0,0,0,0,8,1,3,22,21,13,42,55,3,3,0,3,9,2324,3.0,1.0
29672.0,55,1,1,0,0,0,0,0,0,0,0,9,4,1,3,0,8,9,17,1,0,0,3,6,2633,3.0,1.0
55951.0,68,0,1,0,0,1,0,1,0,0,2,1241,13,0,80,0,40,1294,1334,3,3,6,11,8,2834,3.0,2.0
35388.0,32,1,0,0,0,0,0,0,0,0,0,6,3,4,7,4,8,16,24,1,1,0,3,7,2638,1.0,3.0
42386.0,34,1,0,0,0,0,0,0,0,0,0,65,4,4,16,0,11,78,89,1,3,0,3,8,2691,3.0,2.0
68627.0,38,0,0,0,0,0,0,0,0,0,0,395,54,15,263,60,38,749,787,1,2,3,6,1,2692,0.0,1.0
57912.0,55,0,1,0,0,0,0,1,0,0,1,801,0,0,80,0,35,846,881,5,8,3,12,5,2263,1.0,4.0
35246.0,62,1,1,0,0,0,0,0,0,0,0,36,2,0,12,2,10,42,52,4,3,1,3,5,2233,1.0,1.0
58821.0,64,0,1,0,0,0,0,0,0,0,0,513,0,14,154,19,28,672,700,1,9,2,9,6,2419,3.0,3.0
46377.0,42,1,0,0,0,0,0,0,0,0,0,37,3,0,46,4,0,90,90,1,2,1,3,4,2279,4.0,4.0
39747.0,32,1,0,0,0,0,0,0,0,0,0,80,13,15,93,20,52,169,221,3,5,1,4,8,2236,0.0,1.0
23976.0,36,1,0,0,0,0,0,0,0,0,0,14,3,1,21,2,25,16,41,3,3,1,3,7,2343,3.0,1.0
80950.0,59,0,0,0,1,0,0,0,0,0,1,525,147,147,112,219,63,1087,1150,1,6,7,9,2,2617,4.0,2.0
27038.0,54,0,0,0,0,0,0,0,0,1,0,1,23,26,25,17,15,77,92,1,3,0,3,9,2808,2.0,1.0
77457.0,73,0,0,0,0,0,0,0,1,0,1,675,45,11,400,15,11,1135,1146,1,2,5,10,1,2275,0.0,1.0
64100.0,56,0,1,0,0,0,0,1,0,0,1,509,0,0,27,0,10,526,536,1,8,3,6,7,2451,4.0,2.0
42670.0,28,0,0,0,0,0,0,0,0,0,0,154,4,2,46,20,15,211,226,1,4,2,4,4,2587,3.0,2.0
12571.0,44,1,0,0,0,0,0,0,0,0,0,3,12,5,14,2,17,19,36,4,3,1,3,6,2321,1.0,1.0
22574.0,53,2,1,0,0,0,0,0,0,0,0,25,0,0,8,2,2,33,35,2,2,0,3,7,2403,4.0,1.0
70893.0,44,0,0,0,0,0,0,0,0,0,0,768,44,44,561,77,14,1480,1494,1,6,6,10,3,2667,0.0,2.0
54198.0,54,1,1,0,0,0,0,0,0,0,0,185,2,0,28,3,17,201,218,6,3,1,6,4,2353,4.0,1.0
28839.0,64,1,1,0,0,0,0,0,0,0,0,24,0,0,7,0,1,30,31,2,2,0,3,5,2269,3.0,2.0
40321.0,48,1,1,0,0,0,0,0,0,0,0,44,0,4,21,6,27,48,75,2,3,0,3,7,2494,4.0,1.0
66503.0,35,1,0,0,0,0,0,0,0,0,0,91,3,64,128,65,50,301,351,2,4,3,6,3,2843,0.0,1.0
30833.0,69,1,1,0,0,0,0,0,0,0,0,11,1,0,7,3,6,16,22,2,1,0,3,5,2507,4.0,1.0
64795.0,49,0,1,0,0,0,0,0,0,0,0,412,29,5,119,38,77,526,603,3,3,3,12,2,2687,4.0,1.0
34421.0,46,1,0,0,0,0,0,0,0,0,0,3,2,3,7,6,9,12,21,1,1,0,2,7,2522,4.0,1.0
47025.0,55,1,1,0,0,0,0,0,0,0,0,16,0,0,3,0,1,18,19,1,1,0,2,7,2299,1.0,4.0
64325.0,59,0,1,0,0,0,0,0,0,0,0,731,12,60,353,78,73,1161,1234,5,10,3,5,7,2666,1.0,4.0
40464.0,67,0,1,0,0,0,0,0,0,0,0,424,23,17,118,7,41,548,589,6,8,2,8,8,2693,0.0,1.0
62187.0,63,0,0,0,0,0,0,0,0,0,0,792,45,0,275,45,126,1031,1157,1,4,8,5,3,2518,4.0,1.0
14849.0,44,1,0,0,0,0,0,0,0,0,0,21,2,2,28,3,9,47,56,3,2,0,4,8,2521,1.0,4.0
27255.0,36,1,0,0,0,0,0,0,0,0,0,22,1,1,11,0,2,33,35,1,1,0,3,7,2393,4.0,1.0
54432.0,70,2,1,0,0,0,0,0,0,0,0,33,0,0,5,0,0,38,38,1,1,0,3,4,2575,4.0,4.0
29999.0,34,1,0,0,0,0,0,0,0,0,0,68,5,7,59,10,11,138,149,4,3,1,4,8,2660,0.0,4.0
24072.0,37,1,0,0,0,0,0,0,0,0,0,9,0,1,6,3,4,15,19,1,1,0,2,8,2598,0.0,1.0
33996.0,31,0,0,0,0,0,0,0,0,0,0,40,0,2,15,8,6,59,65,1,1,1,3,4,2450,0.0,4.0
66334.0,64,0,1,0,0,0,0,0,0,1,0,909,0,11,218,0,23,1115,1138,2,9,3,5,5,2611,4.0,4.0
35178.0,49,1,0,0,0,0,1,0,0,1,1,23,2,1,13,2,18,23,41,1,1,1,2,7,2694,4.0,2.0
22010.0,37,1,0,0,0,0,0,0,0,0,0,11,0,2,9,3,8,17,25,2,2,0,3,8,2523,3.0,1.0
62204.0,60,0,2,0,0,0,0,0,0,0,0,317,46,46,247,151,139,668,807,1,4,5,12,3,2814,1.0,1.0
75693.0,52,0,0,0,1,0,0,1,1,1,3,797,97,153,293,72,30,1382,1412,1,11,4,6,4,2729,1.0,1.0
30675.0,48,1,0,0,0,0,0,0,0,0,0,10,2,2,16,11,21,20,41,1,1,0,3,8,2753,4.0,1.0
83003.0,55,0,0,0,0,0,0,0,1,1,1,856,25,61,570,40,122,1430,1552,1,7,6,8,3,2642,3.0,1.0
68655.0,32,0,0,0,0,0,0,0,0,0,0,456,118,19,832,75,38,1462,1500,1,4,5,11,3,2847,0.0,1.0
41411.0,34,0,0,0,0,0,0,0,0,0,0,37,3,32,38,11,18,103,121,1,2,1,4,6,2363,1.0,1.0
55212.0,51,0,1,0,0,1,0,1,0,0,2,1103,0,0,45,0,34,1114,1148,3,4,2,11,8,2742,4.0,4.0
59292.0,70,0,1,0,0,0,0,0,0,0,0,378,14,14,68,19,14,479,493,2,3,5,8,3,2540,3.0,4.0
27190.0,47,1,0,0,0,0,1,0,0,1,1,1,1,6,7,0,3,12,15,1,1,0,2,8,2477,3.0,0.0
82623.0,68,0,0,0,0,0,0,0,0,0,0,204,153,34,204,172,173,594,767,1,2,9,4,1,2390,1.0,1.0
44300.0,55,1,1,0,0,0,0,0,0,0,0,30,0,0,9,0,3,36,39,2,1,0,3,6,2530,4.0,1.0
84835.0,50,0,0,0,0,0,0,0,0,1,0,189,189,104,379,111,218,754,972,1,4,4,6,1,2172,1.0,1.0
30372.0,49,1,1,0,0,0,0,0,0,0,0,15,3,0,12,7,7,30,37,3,2,0,3,7,2710,2.0,1.0
33181.0,44,1,0,0,0,0,1,0,0,0,1,9,0,0,3,0,4,8,12,1,1,0,2,6,2336,4.0,2.0
71113.0,63,0,1,0,0,0,0,0,0,0,0,495,33,33,255,11,8,819,827,4,6,7,9,4,2353,4.0,1.0
71952.0,34,1,0,0,0,0,1,0,1,0,2,656,107,80,455,52,93,1257,1350,2,8,4,8,4,2694,4.0,1.0
69759.0,54,0,0,0,0,0,0,0,0,1,0,452,30,20,514,13,0,1029,1029,3,4,6,5,3,2403,0.0,4.0
72099.0,46,0,0,0,0,0,0,0,0,0,0,546,0,91,410,119,22,1144,1166,1,3,4,10,1,2769,4.0,1.0
60000.0,44,0,1,0,0,0,0,0,0,0,0,1048,0,0,217,0,12,1253,1265,5,11,3,5,6,2713,0.0,4.0
38643.0,42,1,1,1,0,0,0,0,0,0,0,22,1,2,14,0,10,29,39,2,2,0,3,7,2371,0.0,1.0
50737.0,65,0,1,0,0,0,0,1,0,0,1,78,0,0,11,0,10,79,89,1,2,0,4,6,2573,4.0,1.0
68462.0,51,0,0,0,0,0,0,0,0,0,0,561,128,64,785,84,48,1574,1622,1,3,3,8,1,2723,4.0,4.0
65073.0,77,0,0,1,0,0,0,0,0,0,0,629,0,17,177,69,8,884,892,1,5,3,5,2,2472,4.0,2.0
46681.0,72,0,2,0,0,0,0,0,0,0,0,269,19,15,69,15,38,349,387,2,4,6,4,5,2423,3.0,4.0
78618.0,63,0,0,0,0,0,0,1,0,0,1,736,163,163,818,212,61,2031,2092,1,4,7,10,2,2798,4.0,1.0
62187.0,51,0,1,0,0,0,0,0,0,0,0,512,0,0,83,0,41,554,595,3,6,2,10,4,2258,2.0,4.0
28442.0,42,2,0,0,0,0,0,0,0,0,0,19,8,3,10,11,6,45,51,3,2,1,4,4,2284,4.0,1.0
37717.0,42,1,0,0,0,0,0,0,0,0,0,9,1,0,6,4,5,15,20,1,1,0,2,9,2742,4.0,4.0
51479.0,53,1,1,0,0,0,0,0,0,0,0,247,8,8,160,6,65,364,429,7,6,3,6,7,2707,4.0,1.0
54803.0,51,0,1,0,0,0,0,0,0,0,0,404,27,0,92,28,142,409,551,2,6,2,9,4,2836,0.0,1.0
79530.0,60,0,0,0,0,0,0,0,0,0,0,333,42,0,815,129,29,1290,1319,1,4,10,11,2,2567,4.0,1.0
31615.0,44,1,0,0,0,0,0,0,0,0,0,2,11,3,20,6,9,33,42,2,2,0,3,7,2629,1.0,1.0
72025.0,58,0,0,0,0,0,0,0,0,0,0,833,133,33,549,151,233,1466,1699,1,4,3,8,3,2748,3.0,1.0
52614.0,45,0,1,0,0,0,0,0,0,0,0,789,9,0,142,12,38,914,952,2,2,4,8,8,2734,0.0,4.0
35684.0,36,1,0,0,0,0,0,0,0,0,0,10,6,4,7,0,3,24,27,1,1,0,3,6,2227,4.0,3.0
48178.0,45,1,1,0,0,0,0,0,0,0,0,159,2,4,45,6,38,178,216,6,5,1,4,8,2768,4.0,1.0
29548.0,50,1,0,0,0,0,1,0,0,0,1,7,1,1,6,3,11,7,18,1,1,1,2,4,2463,0.0,2.0
63810.0,54,0,1,0,0,0,0,1,0,0,1,977,12,12,253,16,101,1169,1270,4,4,3,12,8,2754,0.0,1.0
38578.0,48,1,1,0,0,0,0,0,0,1,0,38,3,4,22,3,3,67,70,3,3,0,3,8,2531,0.0,4.0
46098.0,45,1,1,0,0,0,0,0,0,0,0,57,0,0,27,0,36,48,84,4,3,2,2,8,2839,0.0,2.0
22585.0,50,0,0,0,0,0,1,0,0,1,1,3,2,9,15,13,39,3,42,1,1,1,2,9,2627,0.0,1.0
30279.0,31,1,0,0,0,0,0,0,0,0,0,10,4,4,14,4,1,35,36,1,1,0,3,8,2705,0.0,1.0
66426.0,59,0,1,0,0,0,0,0,0,0,0,1043,24,24,97,32,157,1063,1220,2,3,5,10,6,2429,3.0,4.0
30822.0,51,1,0,0,0,0,0,0,0,0,0,3,12,9,13,2,12,27,39,1,1,0,3,7,2539,0.0,1.0
33581.0,51,2,0,0,0,0,0,0,0,0,0,11,0,0,5,0,1,15,16,1,1,0,2,8,2696,4.0,4.0
19986.0,35,1,0,0,0,0,0,0,0,0,0,3,2,6,5,0,6,10,16,1,0,0,3,7,2386,4.0,1.0
27421.0,66,0,0,0,0,0,0,0,0,0,0,43,40,12,96,78,55,214,269,3,4,1,6,7,2723,2.0,1.0
35688.0,47,2,1,0,0,0,0,0,0,0,0,73,1,3,90,12,32,147,179,7,4,1,4,8,2835,4.0,3.0
36143.0,39,1,0,0,0,0,0,0,0,0,0,12,0,0,1,0,6,7,13,1,0,1,2,3,2250,0.0,2.0
10245.0,49,1,0,0,0,0,0,0,0,0,0,4,4,7,7,6,13,15,28,3,1,2,2,5,2569,0.0,1.0
43795.0,52,0,1,0,0,0,0,1,0,1,1,314,3,11,53,4,107,278,385,3,7,3,4,7,2415,3.0,2.0
63381.0,60,0,1,0,0,0,0,0,0,0,0,571,50,50,142,33,159,687,846,4,4,5,13,2,2791,3.0,1.0
38823.0,71,0,1,0,0,0,0,0,0,0,0,70,8,0,11,2,23,68,91,1,2,1,3,6,2827,3.0,1.0
83664.0,52,1,1,0,0,0,0,0,0,0,0,866,21,21,151,28,86,1001,1087,3,2,2,12,5,2576,1.0,4.0
90300.0,41,0,0,0,0,0,0,0,1,0,1,594,134,134,786,33,57,1624,1681,0,5,6,8,1,2336,3.0,1.0
62499.0,41,1,0,0,0,0,0,0,0,0,0,140,13,4,61,0,4,214,218,2,3,1,6,4,2361,3.0,2.0
74293.0,27,0,0,0,0,0,0,0,0,0,0,375,91,152,335,93,81,965,1046,1,5,4,6,2,2215,0.0,1.0
51012.0,74,0,0,0,0,0,0,0,0,0,0,102,9,9,63,2,24,161,185,1,4,1,4,6,2596,4.0,4.0
70777.0,52,0,1,0,0,0,0,0,0,0,0,554,7,35,113,0,78,631,709,3,5,3,12,3,2283,4.0,2.0
68682.0,29,0,0,0,0,0,0,0,0,0,0,919,30,0,505,99,45,1508,1553,1,4,9,10,2,2425,3.0,4.0
43824.0,49,1,1,0,0,0,0,0,0,0,0,96,3,1,42,12,32,122,154,4,3,1,4,8,2811,4.0,1.0
15345.0,36,1,0,0,0,0,0,0,0,1,0,5,2,2,16,3,19,9,28,2,1,1,2,8,2826,3.0,1.0
23442.0,33,1,0,0,0,0,0,0,0,0,0,2,6,0,6,8,5,17,22,1,1,0,3,7,2711,0.0,1.0
14515.0,40,1,0,0,0,0,0,0,0,1,0,6,36,4,9,6,35,26,61,4,2,2,3,7,2756,3.0,3.0
31395.0,64,1,1,0,0,0,0,0,0,0,0,23,8,1,25,0,7,50,57,4,2,1,3,6,2622,1.0,3.0
75276.0,55,0,0,0,0,0,0,0,0,0,0,610,42,105,125,137,21,998,1019,1,9,4,9,5,2799,3.0,1.0
42373.0,46,1,1,0,0,0,0,0,0,0,0,67,8,5,61,3,19,125,144,5,2,1,5,5,2477,0.0,1.0
30507.0,60,0,0,0,0,0,0,0,0,0,0,65,20,36,74,38,110,123,233,1,5,1,4,7,2634,3.0,1.0
55521.0,65,1,2,0,0,0,0,1,0,1,1,416,0,0,26,0,4,438,442,9,6,3,6,7,2409,0.0,4.0
48006.0,55,1,1,0,0,0,0,0,0,0,0,23,2,0,11,3,2,37,39,1,1,0,3,6,2179,4.0,1.0
27213.0,48,1,0,0,0,0,0,0,0,1,0,19,9,3,26,10,3,64,67,3,2,0,4,8,2827,0.0,4.0
65808.0,49,1,1,0,0,0,0,0,0,0,0,155,7,7,80,13,10,252,262,3,5,1,5,6,2189,1.0,4.0
30351.0,46,1,0,0,0,0,0,0,0,0,0,14,3,0,24,3,2,42,44,1,3,0,2,9,2547,3.0,4.0
50437.0,57,0,2,0,0,0,0,0,0,0,0,370,9,9,92,6,4,482,486,3,7,1,8,7,2779,4.0,1.0
23616.0,38,1,0,0,0,0,0,0,0,1,0,4,7,22,11,3,32,15,47,2,3,0,3,8,2748,0.0,3.0
53858.0,44,0,1,0,0,0,0,0,0,0,0,407,150,53,221,58,26,863,889,4,4,3,6,4,2756,4.0,1.0
66465.0,65,0,1,0,1,0,0,0,0,0,1,1200,29,0,204,38,14,1457,1471,3,11,9,12,6,2615,4.0,4.0
46923.0,33,1,0,0,0,0,0,0,0,0,0,85,78,44,54,102,6,357,363,3,5,1,7,7,2835,0.0,1.0
75072.0,58,0,1,0,0,0,0,0,0,0,0,583,22,34,309,0,125,823,948,2,5,4,8,3,2681,3.0,1.0
75865.0,77,0,0,0,0,0,0,0,0,0,0,483,0,0,591,156,12,1218,1230,1,3,5,10,1,2249,4.0,4.0
19789.0,45,1,0,0,0,0,1,0,0,0,1,2,6,5,9,28,28,22,50,3,2,1,3,5,2380,3.0,3.0
80134.0,26,0,0,0,1,1,0,1,1,0,4,966,26,26,282,52,26,1326,1352,1,2,7,11,5,2294,3.0,1.0
91065.0,39,0,0,0,1,0,0,0,1,1,2,822,137,114,108,179,114,1246,1360,1,7,9,9,3,2651,0.0,1.0
49505.0,49,1,1,0,0,0,0,0,0,0,0,604,0,0,100,19,28,695,723,9,10,2,8,8,2640,4.0,2.0
37401.0,47,1,0,0,0,0,0,0,0,0,0,19,1,3,19,3,3,42,45,2,2,0,3,7,2213,4.0,4.0
30096.0,37,1,0,0,0,0,0,0,0,0,0,5,5,3,11,12,9,27,36,1,2,0,3,6,2197,4.0,1.0
18492.0,38,1,0,0,0,0,0,0,0,0,0,2,1,2,2,2,1,8,9,1,1,0,2,8,2183,3.0,2.0
82584.0,46,0,0,0,0,0,0,1,1,1,2,1076,91,68,103,29,68,1299,1367,1,3,4,8,1,2549,4.0,2.0
93027.0,79,0,0,0,0,0,0,0,1,0,1,1285,0,42,716,55,21,2077,2098,0,7,10,5,2,2601,4.0,4.0
48686.0,67,1,2,0,0,0,0,0,0,0,0,10,0,0,7,2,1,18,19,1,1,0,2,8,2366,4.0,1.0
92910.0,34,0,0,0,1,0,0,1,1,0,3,551,103,137,792,179,33,1729,1762,1,6,7,13,1,2225,4.0,1.0
75433.0,31,1,0,0,1,0,0,1,0,0,2,800,34,0,297,0,57,1074,1131,2,2,5,10,6,2244,4.0,1.0
10404.0,31,1,0,0,0,0,0,0,0,0,0,2,6,2,11,10,12,19,31,2,1,0,4,5,2215,3.0,3.0
61314.0,52,0,1,0,0,0,0,0,0,0,0,378,172,0,189,97,172,664,836,2,5,5,12,3,2589,4.0,1.0
84865.0,59,0,0,0,1,1,0,1,1,1,4,1248,16,16,349,43,16,1656,1672,1,2,4,9,4,2575,0.0,4.0
42387.0,31,1,0,0,0,0,0,0,0,0,0,235,4,0,235,19,191,302,493,5,8,1,7,8,2767,4.0,1.0
67309.0,53,1,1,0,0,0,0,0,0,0,0,515,95,47,181,149,95,892,987,15,9,6,9,7,2681,3.0,3.0
75236.0,56,0,1,0,0,0,0,0,0,0,0,438,38,66,400,12,114,840,954,1,8,3,13,4,2375,4.0,1.0
30015.0,50,1,0,0,0,0,0,0,0,0,0,25,3,0,22,2,5,47,52,2,1,0,4,5,2306,0.0,1.0
50943.0,64,0,1,0,0,0,0,0,0,0,0,31,0,0,7,2,6,34,40,1,1,0,3,5,2532,3.0,2.0
67272.0,54,0,1,0,0,0,0,0,0,0,0,357,28,35,271,28,14,705,719,3,6,2,12,5,2349,1.0,1.0
51529.0,71,0,1,0,0,0,0,0,0,0,0,400,0,4,35,6,22,423,445,2,9,1,5,8,2454,2.0,2.0
32011.0,49,1,0,0,0,0,0,0,0,0,0,99,1,0,15,2,5,112,117,3,2,1,4,7,2470,4.0,4.0
7500.0,34,1,0,0,0,0,0,0,0,0,0,1,6,11,5,4,9,18,27,2,2,0,3,8,2666,4.0,3.0
