Income,Age,Kidhome,Teenhome,marital_Single,marital_Divorced,marital_Widow,marital_Together,marital_Married,education_Basic,education_Graduation,education_Master,education_2n Cycle,education_PhD,Complain,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Response,AcceptedCmpOverall,MntWines,MntSweetProducts,MntFruits,MntMeatProducts,MntFishProducts,MntGoldProds,MntRegularProds,MntTotal,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Customer_Days
13260.0,50,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,9,2,4,17,10,7,35,42,4,3,0,3,8,2469
47472.0,54,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,56,0,0,11,0,8,59,67,2,2,0,4,5,2445
54603.0,64,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,145,2,13,46,17,4,219,223,6,4,2,4,7,2514
45207.0,46,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,203,0,0,10,0,2,211,213,5,3,1,6,6,2755
40689.0,69,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,270,6,3,27,39,99,246,345,7,7,1,5,8,2627
47821.0,53,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,6,0,16,6,10,27,37,1,1,0,3,8,2411
27450.0,69,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,37,11,12,23,8,52,39,91,1,2,1,3,7,2599
39453.0,37,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,46,0,0,7,0,2,51,53,2,2,0,3,6,2246
26850.0,49,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,31,2,1,13,7,9,45,54,4,2,1,4,4,2231
79800.0,65,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,3,1060,0,21,530,32,224,1419,1643,1,5,11,5,3,2803
61794.0,59,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,264,47,47,188,54,11,589,600,2,4,4,10,2,2447
53863.0,65,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,399,4,4,30,6,30,413,443,3,7,1,7,7,2202
24221.0,61,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,5,9,9,2,22,11,33,1,1,1,3,4,2472
39684.0,36,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,19,4,0,35,6,17,47,64,2,2,1,2,7,2784
92163.0,45,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,2,817,163,183,797,106,20,2046,2066,0,5,11,5,2,2723
69882.0,55,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,292,127,127,635,132,165,1148,1313,1,3,7,9,1,2390
33178.0,43,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,2,6,2,11,16,17,33,1,1,0,3,4,2309
59973.0,48,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,130,34,30,168,20,0,382,382,1,3,4,7,1,2450
17459.0,45,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6,10,4,16,3,30,9,39,3,3,1,2,7,2442
23910.0,51,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16,1,12,18,7,13,41,54,1,2,0,3,7,2770
42169.0,51,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,19,0,0,9,0,2,26,28,2,1,0,3,8,2412
26224.0,42,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,9,7,15,13,15,33,48,3,2,1,3,6,2549
31089.0,39,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,31,8,3,31,2,4,71,75,3,3,0,4,8,2840
30081.0,59,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,36,0,0,2,0,4,34,38,1,1,0,3,7,2652
62807.0,60,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,526,21,28,135,10,99,621,720,3,5,3,12,5,2826
72906.0,65,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,400,75,32,519,71,54,1043,1097,1,3,4,9,1,2444
61467.0,72,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,410,5,16,114,0,49,496,545,3,5,2,10,5,2726
49618.0,54,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,80,2,3,26,4,14,101,115,4,3,1,3,7,2678
21888.0,34,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,88,3,10,46,2,64,85,149,4,5,1,2,10,2706
42429.0,47,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,55,0,0,6,2,4,59,63,2,1,1,3,5,2297
26150.0,64,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,5,1,13,3,1,26,27,1,1,0,3,7,2634
30801.0,45,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,2,4,5,15,11,23,34,2,1,0,3,7,2770
81168.0,55,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,410,22,0,592,147,22,1149,1171,1,6,4,7,3,2212
26877.0,51,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,101,18,13,76,20,40,188,228,2,3,1,6,6,2473
45006.0,76,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,162,0,25,53,16,10,246,256,1,3,1,7,3,2505
18978.0,47,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,7,8,1,4,15,7,22,1,1,0,3,8,2724
22574.0,53,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,25,0,0,8,2,2,33,35,2,2,0,3,7,2403
48240.0,51,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,389,49,91,248,64,41,800,841,3,6,3,13,5,2756
45837.0,46,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,215,17,13,87,17,24,325,349,5,6,2,5,7,2497
35791.0,55,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27,0,0,5,0,3,29,32,2,1,0,3,8,2578
54162.0,42,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,5,6,10,6,10,22,32,1,1,0,3,4,2627
30522.0,60,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,179,11,8,83,19,26,274,300,5,1,2,9,2,2840
54456.0,59,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,352,0,0,27,10,15,374,389,3,6,1,7,6,2512
31632.0,49,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,15,8,12,11,32,31,63,1,2,1,2,7,2509
72298.0,71,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,625,17,35,169,58,35,869,904,1,4,3,6,1,2270
36975.0,42,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,4,6,11,0,2,29,31,1,1,0,3,7,2342
72635.0,65,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,390,35,22,323,104,107,767,874,1,6,8,6,3,2550
13624.0,44,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,10,1,2,15,2,6,24,30,2,2,0,3,6,2684
84196.0,45,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,215,31,63,507,231,190,857,1047,1,8,4,7,3,2550
70971.0,60,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1001,125,17,572,93,17,1791,1808,7,11,11,5,7,2805
34487.0,43,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19,1,18,33,24,8,87,95,3,3,0,3,9,2820
28769.0,43,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,41,3,5,129,10,3,185,188,3,4,1,4,9,2717
69084.0,50,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1181,30,107,199,39,30,1526,1556,2,7,3,13,8,2381
65488.0,62,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,603,18,45,207,36,54,855,909,1,3,4,6,1,2175
62466.0,50,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,129,121,129,259,168,83,723,806,5,6,3,12,4,2324
32218.0,60,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,10,1,24,15,13,30,33,63,1,2,1,3,7,2293
83917.0,47,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,514,198,22,732,42,79,1429,1508,1,6,7,7,3,2596
46102.0,58,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0,0,1,0,1,14,15,1,1,0,2,7,2270
84574.0,68,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,387,54,20,713,38,163,1049,1212,1,9,11,11,5,2549
56181.0,58,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,121,44,103,69,8,48,297,345,1,4,2,7,4,2696
63120.0,70,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,965,41,69,279,54,69,1339,1408,5,8,4,9,7,2798
73691.0,49,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,707,43,21,250,85,73,1033,1106,2,6,2,8,2,2394
63381.0,60,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,571,50,50,142,33,159,687,846,4,4,5,13,2,2791
76140.0,72,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,586,0,66,653,17,26,1296,1322,1,5,9,6,2,2206
62859.0,61,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1063,12,89,102,16,25,1257,1282,4,9,4,6,6,2705
45906.0,56,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,305,3,3,27,4,144,198,342,2,5,4,4,5,2577
77632.0,73,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,2,1200,42,105,758,0,147,1958,2105,1,4,2,6,2,2635
46463.0,49,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,163,11,2,40,8,11,213,224,7,3,1,6,6,2474
105471.0,50,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,2,1009,21,181,104,202,207,1310,1517,0,9,8,13,3,2683
55282.0,50,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,125,4,6,73,8,19,197,216,1,3,1,6,4,2357
78710.0,43,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,721,50,0,152,119,50,992,1042,3,7,6,12,4,2196
66886.0,62,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,315,31,4,62,41,146,307,453,2,7,1,7,5,2445
98777.0,60,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1000,115,19,711,125,38,1932,1970,0,4,6,9,1,2291
29103.0,35,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16,3,0,17,6,6,36,42,2,1,0,3,9,2830
67445.0,46,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,757,80,80,217,29,11,1152,1163,5,9,6,12,6,2845
50616.0,70,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30,1,2,25,0,9,49,58,1,1,1,4,2,2236
49431.0,65,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,219,0,3,100,26,17,331,348,2,7,1,5,8,2854
61278.0,67,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,111,6,3,28,2,15,135,150,2,3,1,4,6,2335
26490.0,62,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,45,20,47,52,21,25,160,185,2,3,1,5,6,2804
73059.0,73,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,410,82,112,420,0,71,953,1024,1,9,3,13,4,2461
46734.0,54,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,100,1,1,39,6,76,71,147,4,3,2,3,6,2410
56253.0,57,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,509,11,0,65,7,5,587,592,4,7,2,9,6,2728
19986.0,35,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,6,5,0,6,10,16,1,0,0,3,7,2386
58330.0,45,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,445,98,53,213,104,151,762,913,1,6,4,13,4,2345
25965.0,40,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,7,2,11,41,11,52,63,1,2,0,3,8,2819
14661.0,64,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2,1,11,6,2,22,24,1,1,0,3,6,2703
18690.0,61,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,4,1,7,23,19,22,41,1,1,1,2,8,2707
45068.0,46,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,0,0,3,0,3,14,17,1,1,0,2,7,2568
21063.0,33,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,10,11,19,15,29,44,2,2,0,3,6,2436
29187.0,52,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,26,0,0,6,0,2,30,32,1,1,0,3,8,2575
54690.0,49,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,111,9,16,37,7,18,162,180,3,3,1,5,3,2393
59304.0,56,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,418,51,61,428,80,10,1028,1038,3,7,8,10,5,2494
59247.0,58,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,327,14,9,122,19,83,408,491,5,5,2,9,6,2392
66731.0,50,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,371,106,159,194,58,141,747,888,4,4,3,6,3,2814
77353.0,40,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,275,101,59,107,69,59,552,611,2,6,4,8,4,2354
52614.0,45,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,789,9,0,142,12,38,914,952,2,2,4,8,8,2734
26751.0,46,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,5,0,1,9,10,1,1,0,2,8,2197
81300.0,57,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1004,12,12,145,32,36,1169,1205,3,10,3,5,5,2766
70337.0,41,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,187,43,81,149,25,91,394,485,1,2,2,12,1,2337
36145.0,35,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,56,1,4,76,17,18,136,154,4,4,1,3,9,2537
65295.0,40,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,365,110,32,117,34,6,652,658,1,3,3,13,2,2347
68118.0,57,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,595,23,23,123,10,154,620,774,2,8,9,4,6,2413
68743.0,53,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1132,134,134,384,175,115,1844,1959,1,11,5,13,7,2827
41039.0,38,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34,61,11,137,179,45,377,422,1,8,1,5,8,2498
38946.0,65,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,116,6,6,82,6,41,175,216,2,3,1,6,5,2407
65777.0,53,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,565,32,32,435,28,54,1038,1092,1,2,8,6,1,2351
66476.0,44,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,372,48,18,126,47,78,533,611,2,5,2,11,4,2638
86857.0,48,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,899,102,102,838,133,40,2034,2074,1,5,6,10,2,2814
77845.0,31,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,2,760,40,40,480,0,26,1294,1320,1,3,5,12,1,2203
69476.0,51,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,260,9,86,559,63,67,910,977,1,4,6,4,2,2431
50611.0,60,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,459,0,0,24,6,4,485,489,6,4,5,7,6,2792
61209.0,50,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,466,49,0,224,119,99,759,858,1,5,3,4,2,2467
42315.0,62,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,67,11,15,80,17,80,110,190,3,1,4,4,3,2511
13084.0,68,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,7,3,10,9,19,1,1,0,3,6,2398
47570.0,71,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,67,2,1,20,0,31,59,90,3,2,2,2,7,2555
61923.0,59,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,92,3,4,18,3,6,114,120,1,2,1,4,3,2497
34824.0,25,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,2,11,2,4,15,19,1,1,0,2,6,2254
26518.0,71,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,20,3,1,28,3,2,53,55,3,2,0,3,8,2606
45938.0,59,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,273,83,11,178,62,29,578,607,2,8,4,6,6,2397
78468.0,60,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,434,22,22,388,104,34,936,970,1,10,7,10,4,2240
78901.0,47,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,321,26,11,309,33,34,666,700,3,9,3,5,4,2444
71427.0,42,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,212,64,123,177,15,23,568,591,2,8,2,8,4,2268
71022.0,42,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,909,12,12,278,0,242,969,1211,3,5,2,11,8,2297
90247.0,32,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,3,1184,16,32,352,21,16,1589,1605,1,3,4,7,1,2220
41335.0,52,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,112,14,19,21,16,5,177,182,3,4,1,4,7,2344
71952.0,34,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,2,656,107,80,455,52,93,1257,1350,2,8,4,8,4,2694
35682.0,50,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,23,2,0,8,6,18,21,39,1,1,1,3,2,2161
43185.0,69,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,537,6,6,42,16,30,577,607,2,9,3,6,8,2604
66375.0,72,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,712,0,0,45,0,191,566,757,3,2,4,5,7,2379
35178.0,49,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,23,2,1,13,2,18,23,41,1,1,1,2,7,2694
25252.0,34,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,2,6,6,12,1,1,0,2,8,2511
55250.0,55,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,664,0,58,83,32,66,771,837,4,7,5,10,5,2775
33249.0,45,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,14,10,21,19,42,28,70,2,2,1,3,6,2653
58398.0,67,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,299,21,5,201,21,49,498,547,3,5,4,8,4,2570
50272.0,38,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,99,8,13,66,43,4,225,229,3,4,1,5,7,2485
76618.0,45,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,749,160,40,294,121,147,1217,1364,1,3,2,5,1,2728
87305.0,60,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,345,138,25,501,63,80,992,1072,1,5,3,8,2,2803
25851.0,42,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,5,4,18,7,5,38,43,2,2,0,3,7,2662
58710.0,50,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,440,122,81,368,0,174,837,1011,6,11,5,9,6,2614
45160.0,62,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,2,5,3,3,15,18,1,1,0,2,7,2251
74806.0,55,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,670,28,9,249,0,9,947,956,2,5,4,5,4,2716
59111.0,66,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,524,28,0,134,28,155,559,714,1,11,1,8,7,2582
18988.0,36,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6,1,0,6,2,1,14,15,2,1,0,3,7,2196
72190.0,55,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,597,166,166,597,172,249,1449,1698,1,5,6,4,3,2660
7500.0,44,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,7,7,0,12,13,32,7,39,5,4,1,2,9,2856
44794.0,54,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,54,0,0,7,0,4,57,61,1,2,0,3,6,2180
80395.0,65,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,445,76,25,706,80,48,1284,1332,1,6,5,12,2,2377
75012.0,44,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,294,58,142,218,164,151,725,876,1,3,8,11,1,2314
56962.0,55,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,292,3,3,77,10,26,359,385,7,6,3,5,7,2420
89891.0,29,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,412,28,22,132,59,183,470,653,1,11,6,8,4,2599
35946.0,71,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,3,0,0,11,11,1,0,0,3,5,2434
53593.0,67,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,349,0,4,78,6,43,394,437,8,7,2,6,8,2850
66373.0,42,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,328,24,9,124,12,109,388,497,7,4,2,10,3,2541
45072.0,72,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,144,2,2,99,7,30,224,254,5,6,1,4,8,2415
89694.0,47,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,3,1126,28,28,211,37,42,1388,1430,3,4,3,4,5,2422
72025.0,71,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,3,967,50,0,617,43,0,1677,1677,1,4,8,13,2,2220
67432.0,47,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,432,136,79,341,177,170,995,1165,2,8,5,4,4,2616
70545.0,68,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,138,18,39,63,55,21,292,313,1,4,1,7,2,2185
17487.0,31,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,7,6,6,12,1,1,0,2,7,2627
62882.0,51,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,509,24,133,497,78,97,1144,1241,2,7,5,6,4,2848
64108.0,67,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,948,21,10,86,13,21,1057,1078,4,6,9,11,5,2622
34941.0,64,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,39,3,2,25,4,24,49,73,2,3,0,3,8,2639
48767.0,70,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28,0,1,21,3,10,43,53,3,2,1,3,5,2338
38702.0,42,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,8,11,24,13,40,29,69,2,3,0,4,6,2491
82224.0,56,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,307,31,26,360,138,40,822,862,1,6,9,5,3,2314
83844.0,68,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,901,31,31,345,75,191,1192,1383,1,4,4,11,1,2572
17003.0,45,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,8,5,12,4,7,24,31,3,2,0,4,5,2361
71163.0,25,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,283,106,17,372,138,44,872,916,1,3,8,12,1,2271
33697.0,50,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,4,3,3,7,0,11,6,17,1,1,0,2,7,2446
63564.0,66,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,769,34,80,252,15,65,1085,1150,1,10,10,7,6,2310
83443.0,48,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,518,56,42,742,55,84,1329,1413,1,6,10,5,2,2339
51518.0,62,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,350,4,8,66,17,4,441,445,2,3,2,10,3,2428
58330.0,45,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,445,98,53,213,104,151,762,913,1,6,4,13,4,2345
80952.0,51,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,3,778,27,178,689,41,44,1669,1713,1,8,5,11,8,2645
75507.0,41,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,709,80,93,374,104,80,1280,1360,1,8,6,6,3,2217
63855.0,42,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,359,116,35,314,93,89,828,917,1,7,3,13,4,2664
62220.0,48,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,799,12,12,375,16,12,1202,1214,5,7,6,5,6,2846
58512.0,56,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,895,0,10,101,13,152,867,1019,5,3,4,8,8,2442
40662.0,41,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,40,4,2,23,0,23,46,69,2,2,1,3,4,2630
